Index,NO,NO2,NOx,NH3,CO,SO2,class
3798,21.48,23.19,37.38,45.27,3.19,15.71,1
3539,14.1,23.64,37.73,12.69,4.45,17.19,1
153,5.71,19.03,14.85,14.15,0.75,8.03,0
9782,8.75,25.03,19.35,12.15,0.45,6.19,0
10634,10.01,41.18,39.6,27.19,0.83,10.85,1
1147,30.03,34.95,62.91,8.94,0.0,3.59,2
11619,3.95,9.15,13.15,12.33,0.34,5.21,0
1967,19.36,33.44,29.43,22.47,0.56,2.24,1
11398,14.74,23.75,38.48,11.8,0.55,5.1,1
8153,63.49,14.23,119.48,11.7,0.94,11.03,2
2433,11.51,29.57,0.0,26.87,1.07,4.67,0
9825,10.85,27.45,21.75,19.79,0.41,5.78,1
11484,25.75,41.49,67.17,23.7,0.96,11.96,2
597,0.73,20.95,11.65,5.5,0.52,15.99,0
3137,9.63,20.19,23.27,14.09,0.93,6.35,0
6027,27.46,63.55,81.14,44.08,10.81,15.02,2
9848,10.07,28.19,21.84,14.14,0.53,6.01,0
4776,6.67,20.34,21.72,121.14,0.77,3.83,3
14468,0.77,2.7,1.62,1.27,0.8,1.22,0
11489,30.54,49.15,79.65,23.67,1.12,13.97,2
1565,10.65,30.56,22.9,35.34,0.63,6.51,1
6246,100.08,111.18,139.46,126.19,21.22,18.97,4
7403,18.67,37.07,37.54,23.77,1.07,12.89,1
6448,29.55,31.96,57.77,43.92,1.82,8.23,2
9710,5.52,24.01,15.71,11.32,0.59,5.25,0
13470,16.18,15.4,22.08,6.46,0.93,24.98,0
12509,5.23,33.11,21.35,12.64,1.1,5.96,0
7304,55.04,51.9,78.33,32.79,1.48,16.39,2
8417,9.99,15.94,24.34,10.52,1.27,9.82,0
13833,2.02,8.07,5.93,3.99,1.08,4.19,0
10709,19.2,63.5,65.71,37.04,1.04,12.16,2
2243,4.58,37.38,0.0,24.92,0.61,5.51,0
10585,7.1,17.45,22.7,26.57,0.61,8.72,0
9952,80.68,103.82,125.28,37.39,0.0,7.73,4
1360,11.17,11.41,21.58,30.38,0.48,7.11,0
3304,7.3,13.46,13.09,42.77,0.71,7.08,1
2324,3.61,25.76,0.0,25.66,0.54,2.3,0
11750,11.85,26.38,21.7,54.0,0.98,8.44,1
8040,5.63,9.33,19.22,4.88,0.44,11.17,0
1480,16.9,10.48,27.0,11.82,0.66,8.33,0
1833,4.91,19.3,13.76,33.5,3.38,2.26,0
3661,4.67,10.43,15.1,4.64,2.17,12.43,0
7694,9.36,18.03,18.01,26.5,0.56,12.33,0
10201,15.01,23.91,32.28,10.65,0.69,10.74,0
11849,23.44,49.09,28.47,23.05,0.33,8.27,1
12493,18.8,37.93,35.28,3.24,1.03,9.76,1
5123,8.06,12.19,10.34,32.28,1.02,7.09,0
4187,8.81,4.62,10.75,1.06,0.6,7.55,0
13396,22.89,0.34,22.18,6.96,1.21,30.7,0
7471,15.16,32.68,32.26,34.19,1.14,7.81,1
7654,10.13,44.05,32.65,39.61,0.99,14.91,1
13334,31.62,3.09,27.21,20.04,2.39,43.62,0
12049,64.45,73.13,90.57,68.46,2.51,10.05,2
8885,5.29,12.84,5.46,6.52,0.15,4.5,0
5241,6.89,19.03,13.61,67.32,0.78,5.42,1
13978,2.84,11.89,8.64,3.24,1.03,7.98,0
5834,8.03,15.71,23.69,37.45,0.7,6.97,1
10804,2.89,12.12,12.51,17.71,0.39,11.87,0
1186,25.14,28.99,45.0,7.93,0.0,3.76,1
9561,2.3,25.81,15.41,12.64,0.54,4.88,0
1907,20.87,61.97,44.85,26.49,1.49,7.22,1
4088,16.8,17.32,26.71,55.18,0.57,12.21,1
2477,11.49,31.42,0.0,24.21,0.37,5.42,0
8208,78.64,16.06,146.33,20.37,1.52,14.18,4
10706,11.58,33.15,38.33,35.28,0.66,10.34,1
14095,2.97,5.3,5.24,2.31,1.13,6.51,0
10397,13.32,37.37,43.88,27.04,1.09,14.24,1
6847,61.13,64.61,104.85,71.16,2.41,18.29,4
11787,13.76,33.39,41.19,42.61,0.73,15.73,1
1486,18.38,10.75,27.53,12.12,0.76,14.83,0
1676,8.24,17.15,10.79,10.23,28.28,11.77,0
2353,7.67,37.46,0.0,31.4,0.49,5.88,1
8848,7.13,16.86,8.45,5.11,0.23,4.67,0
1571,7.83,16.74,19.44,13.47,8.09,27.99,0
9929,32.94,32.01,41.78,20.93,0.65,3.2,1
5515,10.12,17.66,29.58,1.79,0.94,6.95,0
12047,18.76,61.83,45.74,38.81,1.8,9.05,1
4495,12.8,25.53,16.36,10.41,1.24,8.05,0
11038,10.5,42.61,53.11,7.76,1.28,3.73,1
11172,116.34,120.72,220.76,26.96,1.83,20.69,4
618,1.2,22.16,12.76,2.1,0.35,17.0,0
12796,21.29,55.99,77.28,18.35,0.98,7.63,2
6223,60.96,71.35,121.32,57.48,1.71,19.49,4
6880,26.49,47.02,4.99,50.09,1.3,16.27,1
2847,11.4,31.95,32.32,16.68,0.71,4.88,1
14398,1.81,2.32,10.09,5.6,0.77,0.94,0
867,13.87,35.42,49.29,50.88,1.25,5.15,1
2507,9.41,29.07,15.09,26.29,0.43,4.05,1
4982,8.71,21.36,14.45,94.26,0.57,10.8,3
10302,83.87,64.22,118.02,19.49,2.46,11.52,4
4695,14.76,15.46,21.71,27.06,1.61,13.63,0
8039,6.89,8.03,19.89,4.83,0.43,11.14,0
4418,55.04,49.87,14.65,3.77,0.8,21.75,1
7003,28.94,52.15,68.21,53.84,2.41,12.02,2
8649,7.97,27.3,6.7,16.48,0.3,41.03,0
10325,38.9,47.68,70.96,26.67,1.63,15.92,2
7706,5.48,17.59,14.66,26.99,0.67,15.7,0
13405,22.05,1.02,21.71,6.89,2.17,17.16,0
13158,0.76,2.46,1.08,2.53,0.27,7.6,0
790,3.19,14.18,10.14,14.24,0.52,16.38,0
7785,2.07,3.5,5.29,3.42,1.25,3.22,0
7450,10.23,26.45,24.98,33.79,0.93,8.78,1
13550,25.03,7.4,32.42,7.56,1.88,25.64,0
11799,28.28,56.86,50.38,30.25,0.58,13.27,2
3822,16.92,24.75,34.74,36.82,3.23,16.33,1
10452,12.45,26.9,31.91,21.96,0.97,13.88,1
7515,17.87,34.07,35.15,26.21,0.99,8.34,1
7829,24.1,28.31,36.81,51.6,1.23,19.95,1
14047,3.13,8.66,7.15,1.89,0.78,5.85,0
2808,9.68,35.73,36.84,22.58,0.89,6.36,1
5050,15.88,20.64,21.65,180.82,0.28,8.92,3
3518,11.18,22.86,34.03,9.6,4.14,8.26,0
12938,34.98,33.1,70.53,39.18,1.47,11.1,2
8925,12.83,16.47,9.59,6.44,0.22,13.58,0
14462,0.97,3.32,1.95,1.23,0.84,1.21,0
12667,20.44,13.79,33.46,10.31,0.52,12.02,0
3958,1.01,8.65,4.05,85.38,1.75,1.29,3
7344,17.1,35.01,35.08,30.98,1.1,12.59,1
2133,5.23,12.98,1.43,43.25,0.41,9.3,0
5052,8.39,13.63,11.72,175.58,0.03,6.0,3
14620,9.56,17.99,17.3,13.06,0.98,10.1,0
12459,73.36,86.61,90.26,42.74,1.76,27.16,4
10136,6.56,33.95,30.82,22.41,0.9,10.31,1
2279,12.85,80.24,0.0,22.95,1.08,9.22,1
659,2.45,7.57,6.12,7.17,0.5,19.01,0
2430,10.99,31.02,0.0,27.03,0.59,5.17,0
3751,16.46,24.5,36.95,86.39,1.45,14.31,3
10720,22.43,49.72,69.22,57.93,1.2,14.26,2
13382,9.61,6.27,13.33,6.0,0.0,27.64,0
13959,1.94,10.9,7.33,4.31,0.95,6.68,0
2591,9.03,49.14,31.0,81.64,1.08,5.01,1
6315,63.25,86.59,102.02,36.93,1.78,24.43,4
642,2.09,7.06,5.44,3.02,0.32,9.04,0
168,4.69,14.44,11.58,15.35,0.59,16.81,0
9709,4.6,21.39,11.8,10.41,0.45,4.04,0
1800,6.9,10.95,10.3,37.31,1.78,5.6,0
3394,6.22,44.05,28.58,20.5,0.98,6.91,1
1917,38.5,46.46,52.1,11.01,0.8,15.02,2
272,2.4,7.74,6.2,13.78,0.16,6.45,0
10660,13.89,43.71,48.42,35.9,0.86,12.32,1
13406,21.94,0.96,21.65,6.89,1.87,14.11,0
14394,1.44,2.32,5.42,6.75,0.63,0.65,0
14274,0.92,5.28,3.52,4.45,0.67,6.33,0
9258,6.01,27.27,18.33,14.81,0.36,6.61,0
494,3.89,12.56,9.93,11.9,0.46,11.27,0
13103,0.58,1.81,0.78,1.85,0.14,4.16,0
6788,17.2,25.61,14.27,35.37,0.32,22.29,1
1912,23.56,79.43,56.05,16.97,0.85,9.41,2
3646,3.67,12.19,15.83,7.47,2.54,12.39,0
8230,35.9,17.93,78.15,17.92,1.15,12.6,2
306,3.77,6.74,6.74,18.92,0.95,8.39,0
11932,10.66,26.68,22.69,12.91,0.59,5.21,0
4102,12.98,13.58,21.25,42.02,1.26,3.09,1
11344,5.36,13.68,18.79,9.13,0.41,2.55,0
11021,5.23,22.62,27.85,9.91,1.24,1.74,0
781,2.48,15.39,10.2,16.55,0.61,20.0,0
5286,9.48,17.76,27.24,65.92,0.81,14.77,1
534,1.42,7.03,4.48,4.36,0.76,10.88,0
583,0.71,16.93,9.55,3.35,0.51,14.62,0
12808,25.75,38.17,62.06,17.89,0.84,8.11,2
12335,8.21,18.6,17.79,29.6,1.02,4.65,0
12610,28.27,9.44,37.71,7.03,0.45,8.32,0
11988,6.97,21.35,19.76,31.98,1.1,4.0,1
1300,13.5,9.19,22.46,10.72,0.62,5.42,0
7060,16.15,36.71,35.28,48.7,0.94,10.27,1
7495,7.91,26.05,21.91,25.04,0.77,8.48,1
8241,51.04,17.04,102.03,25.27,1.25,13.91,2
11053,4.57,24.09,28.66,14.66,1.51,1.89,0
316,3.3,14.59,10.44,19.91,0.95,10.12,0
10389,12.04,21.84,26.93,20.85,0.98,13.03,1
6510,20.69,45.6,62.62,23.03,1.25,11.21,2
2564,7.62,32.19,20.89,37.01,0.81,2.72,1
13946,1.75,14.6,8.31,4.49,1.82,10.06,0
14361,0.99,3.56,7.8,1.99,2.02,3.04,0
1794,1.75,9.49,6.09,26.12,1.19,2.18,0
6677,135.95,94.66,72.79,76.09,1.42,28.15,4
14163,2.85,5.92,5.37,2.71,1.19,5.16,0
13534,52.64,3.05,87.0,16.62,1.42,24.47,2
8463,8.82,12.82,20.32,10.57,1.06,4.95,0
548,1.48,12.59,7.81,3.34,0.32,21.81,0
1692,6.23,23.45,13.42,11.58,17.21,12.38,0
3525,22.42,24.54,46.95,9.2,3.7,7.61,1
3012,5.18,19.89,21.39,11.72,0.68,3.82,0
1630,17.05,33.58,29.48,29.11,15.98,47.19,1
12895,17.43,8.25,24.82,6.13,0.36,14.12,0
2390,6.02,28.56,0.0,23.7,0.8,4.33,0
12068,10.98,39.05,28.82,28.27,1.74,6.9,1
4694,22.31,22.35,33.64,25.85,1.75,9.37,1
9086,3.74,28.9,17.89,27.82,0.6,8.55,1
12858,32.78,14.85,45.69,22.48,0.5,6.6,1
10191,10.18,12.75,22.8,9.25,0.71,10.01,0
10314,74.39,41.7,99.17,23.81,1.71,11.59,2
12349,7.4,22.6,17.82,2.88,1.03,4.99,0
9439,4.74,49.58,29.88,15.05,0.57,16.51,1
7704,9.8,27.12,23.3,27.71,0.81,16.32,1
4487,14.05,22.96,12.06,9.56,2.24,8.66,0
1259,11.65,10.65,17.36,18.97,0.47,5.66,0
8022,7.52,10.85,23.95,6.07,0.61,10.63,0
809,1.99,14.44,9.3,12.6,0.77,13.0,0
6388,46.21,67.71,78.61,52.87,1.44,20.49,2
1049,10.48,8.82,14.49,7.69,0.0,3.84,0
10070,20.9,48.03,65.21,23.62,1.17,10.06,2
11071,57.37,59.14,115.96,21.67,1.23,7.87,4
7390,45.28,57.24,69.74,40.73,1.56,21.54,2
107,7.36,45.13,29.99,21.68,0.05,7.21,1
6249,110.63,102.69,165.11,108.68,2.94,22.66,4
8865,7.46,13.28,6.56,3.57,0.15,13.54,0
6786,15.35,24.45,13.8,37.22,0.27,11.96,1
13882,1.84,17.52,10.76,9.42,1.8,5.24,0
12953,67.53,48.16,113.68,45.26,1.36,6.74,4
4605,5.28,19.18,17.62,45.27,2.63,7.56,1
13616,31.78,4.34,36.07,7.91,1.56,63.23,0
5455,5.83,11.83,17.64,66.42,1.07,9.01,1
1532,18.57,13.16,31.0,10.78,0.4,7.07,0
4962,16.97,27.26,22.68,33.37,0.37,25.33,1
10047,10.81,50.57,54.25,28.59,0.67,6.62,1
211,3.41,6.9,6.44,7.77,0.43,9.19,0
3147,9.43,29.94,29.6,15.16,0.84,5.96,1
5156,11.42,18.36,14.52,43.94,0.74,3.97,1
10448,11.35,25.64,31.65,28.48,0.96,13.03,1
10297,33.54,29.13,53.74,14.73,1.96,27.32,2
11460,51.29,57.15,105.16,31.22,1.14,11.62,2
2150,10.26,20.54,4.73,56.1,1.45,8.5,1
6995,14.43,34.14,42.86,37.69,1.02,7.65,1
1973,10.23,41.83,24.9,23.93,1.41,2.82,1
4685,12.56,10.87,17.82,22.41,2.18,12.95,0
8182,21.66,8.9,45.11,15.68,1.38,11.4,0
7607,86.58,57.67,110.2,53.46,2.2,12.85,4
9693,5.84,26.75,16.47,9.95,0.55,4.11,0
12374,20.73,45.03,40.52,43.12,1.37,5.17,1
8838,6.91,11.7,4.45,11.75,0.07,3.66,0
11825,45.67,59.66,63.01,30.01,0.56,11.41,2
771,1.57,10.33,6.65,21.41,0.64,9.86,0
7502,17.26,31.43,32.82,24.45,0.99,9.63,1
8895,5.24,10.34,4.8,8.63,0.17,5.77,0
11779,10.86,26.97,34.48,45.88,0.78,12.12,1
1249,13.54,7.71,19.39,33.5,0.59,6.39,0
7890,4.3,10.2,17.98,21.26,0.54,19.66,0
12996,47.07,43.29,59.88,12.38,1.49,11.73,2
7253,36.34,52.45,61.72,39.74,1.37,17.09,2
10664,6.01,36.9,35.2,32.89,0.83,10.81,1
13874,1.91,10.5,7.08,6.23,1.25,4.52,0
6573,131.41,109.65,79.95,53.33,1.34,23.97,4
10052,13.12,43.17,48.29,23.28,0.62,9.88,1
6819,51.67,65.17,103.77,91.87,2.37,15.29,2
709,2.41,13.27,9.11,10.84,0.8,15.36,0
2672,22.31,17.95,32.44,21.4,0.9,7.32,1
4514,10.84,22.69,19.72,10.07,0.98,3.82,0
1461,9.54,9.93,19.14,12.01,0.6,8.46,0
9676,5.77,25.87,15.9,9.97,0.5,2.65,0
2545,11.09,42.75,28.13,27.21,0.98,4.05,1
7741,66.03,0.69,53.2,44.3,1.51,3.78,2
7217,89.36,66.58,121.45,55.63,2.75,16.74,4
8422,21.79,20.69,40.86,10.47,1.26,8.82,1
1356,12.37,12.05,20.91,30.03,0.33,7.35,0
3011,7.2,21.15,22.03,11.46,0.71,5.9,0
851,1.31,4.91,3.66,7.17,0.0,14.3,0
1004,13.61,14.15,27.87,9.95,0.76,1.95,0
10188,9.29,16.73,25.95,10.57,0.6,6.87,0
1834,7.37,27.34,19.63,32.02,1.72,2.61,1
7903,16.57,16.31,44.67,25.42,0.9,21.79,1
12165,4.43,21.08,17.87,5.12,1.22,7.39,0
14349,2.05,5.26,2.91,2.68,1.04,3.35,0
7742,80.98,0.33,65.59,56.08,1.33,3.64,2
12724,9.35,20.79,30.05,13.56,0.61,9.31,0
1316,13.2,8.82,21.98,11.05,0.38,5.8,0
3327,9.86,44.22,31.54,14.41,1.24,15.89,1
1623,5.47,25.29,17.47,23.55,1.9,1.67,0
9672,6.52,21.37,14.45,8.95,0.48,4.86,0
3833,17.32,20.32,30.82,52.69,2.65,10.13,1
5744,3.91,11.2,15.0,157.47,0.52,7.67,3
13291,12.91,20.01,21.32,24.68,1.76,30.18,1
1278,7.82,9.53,17.1,10.2,0.38,15.18,0
11272,3.25,16.16,19.35,6.73,0.52,1.64,0
10015,38.71,42.64,67.01,35.15,1.36,17.4,2
9245,4.27,22.18,14.61,17.89,0.31,9.52,0
4145,13.39,22.37,24.22,56.52,0.01,3.73,1
8667,18.38,60.92,14.28,31.24,0.47,34.23,1
10474,30.76,39.8,61.83,27.71,1.06,17.37,2
11903,13.47,27.02,25.08,37.67,0.67,6.68,1
3146,9.34,27.3,28.35,12.13,1.02,6.59,0
5642,7.35,14.8,22.11,15.38,0.64,4.37,0
8527,11.41,34.53,32.21,31.97,0.51,8.18,1
7139,7.37,19.88,16.84,22.73,0.67,11.59,0
2617,10.26,17.94,17.54,37.54,0.99,5.95,1
3662,5.61,10.53,16.13,4.76,2.27,12.59,0
88,4.6,33.26,21.44,16.86,0.1,8.26,1
874,14.34,39.44,53.78,67.53,1.3,5.2,1
8735,13.74,48.13,14.06,29.77,0.28,24.77,1
13529,37.02,3.88,39.08,8.23,0.92,24.52,0
3000,9.37,24.84,26.64,12.84,0.82,3.9,0
2760,13.0,22.54,28.63,14.46,1.1,5.57,0
14673,7.47,7.98,10.28,7.32,0.67,6.46,0
1880,11.73,33.56,26.85,37.08,1.47,8.32,1
106,3.71,26.26,16.99,20.29,0.06,6.43,0
926,27.08,23.33,50.41,0.67,1.2,6.1,1
6365,13.43,42.87,50.67,20.52,0.88,19.87,1
319,4.52,16.8,12.7,19.88,1.18,8.89,0
12807,13.46,22.88,34.71,16.2,0.56,4.22,1
878,14.12,32.27,46.39,62.85,1.15,4.98,1
6773,58.98,64.07,47.44,41.28,0.56,18.63,2
3994,4.92,8.23,7.3,19.31,1.97,9.58,0
4921,5.34,10.99,11.44,0.25,1.23,5.13,0
11438,25.42,40.53,65.82,14.44,0.93,8.75,2
5386,11.52,19.72,30.54,34.77,0.85,14.74,1
3078,12.09,35.24,37.85,15.48,1.01,5.33,1
11953,9.94,22.78,21.86,22.98,0.72,7.46,0
4730,5.39,8.59,11.95,12.4,1.16,4.83,0
14098,2.88,4.3,4.58,2.28,2.73,6.19,0
4234,9.28,10.06,13.98,12.73,0.99,8.87,0
4259,70.94,5.08,59.09,35.57,1.25,9.06,2
9810,12.03,34.88,26.52,18.89,0.44,4.73,1
3726,14.8,17.1,27.03,24.21,0.31,12.61,1
14469,0.77,2.66,1.56,1.39,0.7,1.33,0
9237,4.73,22.14,15.24,19.37,0.25,4.96,0
13248,78.09,28.4,97.95,26.96,2.06,32.51,2
1750,5.1,10.26,8.78,10.46,9.82,2.39,0
7691,9.87,17.52,18.34,25.22,0.54,10.28,0
5151,16.07,15.68,16.73,17.58,0.78,30.67,0
3878,12.81,24.17,31.33,60.61,2.22,7.16,1
5864,5.23,7.25,12.21,51.8,0.59,5.22,1
5600,7.1,18.51,25.59,36.25,0.99,5.76,1
12109,66.45,38.96,72.12,54.07,1.49,9.04,2
13381,9.45,6.37,13.19,5.99,0.0,35.87,0
1043,11.28,9.2,20.48,6.75,0.46,6.03,0
3010,5.66,20.93,19.66,11.85,0.64,3.87,0
5155,14.1,20.28,17.46,54.65,0.86,4.51,1
6777,23.12,27.52,18.35,34.54,0.6,7.13,1
11482,17.2,43.64,60.84,23.41,1.01,13.1,2
7786,2.06,3.5,5.28,3.41,1.15,3.47,0
4590,6.06,21.36,17.47,56.63,7.39,13.24,1
4751,8.41,7.64,13.78,80.86,1.15,5.37,3
10256,42.62,28.89,56.9,23.72,1.34,11.1,2
2964,5.87,16.85,20.4,13.18,0.72,4.58,0
8833,8.57,22.7,7.61,9.17,0.07,3.03,0
137,1.45,16.01,9.45,22.52,0.67,17.62,0
9072,6.26,49.3,30.72,25.13,0.85,9.02,1
10168,11.21,20.43,31.64,14.54,0.55,10.97,0
9773,11.1,36.32,26.86,13.41,0.81,6.71,1
12985,57.11,46.86,57.58,18.63,1.47,9.92,2
1097,14.78,11.04,25.82,9.81,0.0,2.57,0
13693,215.42,33.72,195.69,38.13,1.02,44.8,4
14192,5.96,8.63,9.2,5.48,1.8,11.58,0
6549,54.87,90.22,85.75,44.08,1.11,19.38,2
9584,2.43,19.86,12.15,10.58,0.48,5.04,0
10275,52.28,45.45,77.86,25.93,1.6,11.8,2
9458,10.09,51.92,34.94,19.36,0.73,9.02,1
6471,11.79,33.68,42.56,32.81,1.2,9.36,1
6461,11.64,40.48,50.72,48.6,1.08,8.2,1
12423,67.22,56.84,84.03,30.11,1.18,20.77,2
5265,10.0,26.54,19.69,12.28,0.94,6.19,0
10766,5.57,37.07,34.97,23.28,0.92,17.16,1
2135,8.1,29.29,18.5,39.83,0.97,3.76,1
9695,4.95,24.49,15.72,9.32,0.58,3.71,0
5458,5.19,10.27,15.46,65.78,1.04,26.99,1
5078,11.77,19.89,16.59,101.14,0.89,7.26,3
3367,6.13,48.07,30.56,20.14,1.09,12.33,1
3729,18.56,21.39,27.74,15.95,0.49,12.95,0
148,5.37,18.83,14.38,14.52,0.72,8.98,0
303,5.01,7.85,8.31,14.27,0.92,8.12,0
5113,7.44,12.93,10.47,96.52,0.76,10.37,3
10116,13.33,46.07,43.12,14.23,0.8,9.23,1
5148,15.42,18.76,17.41,21.23,0.59,4.99,0
1270,17.81,10.18,25.52,14.76,0.3,7.66,0
10829,3.3,13.41,14.29,20.03,0.61,10.2,0
1904,22.68,56.3,42.44,41.98,1.77,6.01,1
2210,14.55,44.74,0.0,26.04,0.65,3.63,1
4294,3.41,11.19,8.54,35.22,0.44,5.58,0
3842,27.06,25.04,45.85,89.78,2.98,8.33,3
3574,6.93,15.99,22.92,8.52,3.55,13.86,0
9960,7.3,27.2,29.58,20.59,0.0,10.63,1
2875,8.61,29.7,32.81,14.79,0.73,6.55,1
10432,10.22,34.99,36.6,18.55,0.73,9.85,1
12692,27.92,27.19,53.84,14.61,0.83,11.47,1
5040,7.25,27.36,18.2,286.59,0.22,11.48,3
2298,7.46,38.79,0.0,35.13,0.35,6.8,1
8675,8.23,58.82,17.39,19.36,0.51,11.31,1
8155,54.18,13.55,103.49,11.79,1.09,10.92,2
5278,10.01,16.34,26.35,15.45,0.73,4.58,0
5435,6.01,11.74,17.4,63.91,0.89,17.95,1
9472,3.81,34.92,21.47,12.87,0.6,8.92,0
5127,10.02,21.89,16.28,27.18,1.09,8.57,0
11872,4.47,28.84,21.65,34.2,0.47,7.39,1
8983,12.1,43.37,32.64,14.57,0.79,16.79,1
13087,0.5,1.51,0.55,1.54,0.31,3.48,0
6528,30.59,59.82,70.18,35.58,1.13,16.28,2
6894,33.93,44.09,63.87,63.25,1.51,16.91,2
1201,73.43,72.44,95.37,129.46,1.29,67.26,4
12710,41.44,24.2,63.53,17.51,1.04,12.45,2
12104,43.44,57.68,65.11,47.8,1.41,10.39,2
10554,4.54,18.46,18.66,27.45,0.69,9.17,0
14651,7.18,18.15,15.96,8.27,1.08,6.41,0
11261,3.15,17.34,18.19,4.93,0.47,1.93,0
3429,4.0,33.21,21.01,15.01,0.78,8.08,0
1865,4.57,15.47,18.77,25.0,1.99,2.75,0
14444,0.91,3.35,1.9,1.8,0.63,0.95,0
5575,12.23,34.45,33.73,6.51,1.09,4.38,1
10783,8.68,37.4,37.66,42.4,0.85,12.39,1
7057,11.74,37.27,32.19,38.7,0.86,10.11,1
10902,128.53,1.09,99.34,1.99,0.82,23.0,4
5716,8.85,18.98,26.64,47.78,1.09,7.9,1
9721,8.51,29.95,21.6,15.53,0.71,7.62,0
4998,9.17,18.77,14.1,115.62,0.83,13.02,3
2809,15.59,44.9,48.97,26.01,1.05,7.13,1
8877,6.76,8.45,4.41,25.84,0.17,6.48,0
9743,6.0,40.93,26.28,17.83,0.79,5.9,1
4255,8.75,12.28,13.41,5.0,0.73,10.18,0
13287,6.31,8.07,6.53,25.57,1.71,33.35,0
12063,156.78,80.22,168.23,52.95,3.06,9.42,4
13314,16.04,19.67,25.46,11.41,2.28,31.34,0
7528,18.94,46.51,42.73,35.08,1.44,14.95,1
8752,11.64,41.87,12.69,15.42,0.16,22.58,1
10442,18.82,35.7,45.26,26.86,1.1,14.66,1
2890,11.08,40.64,39.27,16.13,1.14,5.4,1
3500,3.96,11.31,9.33,15.13,0.79,16.91,0
10881,97.54,1.58,73.23,1.17,1.46,20.05,2
12400,51.87,66.02,73.59,24.54,1.31,15.81,2
14498,1.0,4.8,2.6,2.03,0.9,1.73,0
3379,6.59,36.82,25.03,22.4,0.84,5.88,1
3193,9.21,45.71,48.99,16.11,1.1,8.32,1
1446,9.68,10.05,19.07,11.94,0.68,20.5,0
1952,10.84,35.08,33.68,40.86,1.73,4.27,1
7124,17.48,26.65,31.93,28.17,0.84,11.38,1
9114,2.68,35.56,20.92,19.08,0.79,6.94,1
1624,8.1,20.97,17.24,13.57,13.01,7.84,0
8502,3.5,10.39,12.31,10.31,0.66,4.58,0
6949,21.81,32.61,44.69,33.72,1.09,13.63,1
1319,13.25,8.81,22.06,11.07,0.82,5.98,0
3531,21.4,31.75,53.14,11.25,4.06,19.71,1
1663,3.8,6.45,9.94,17.34,6.14,4.43,0
815,1.87,10.24,6.96,13.49,0.52,18.21,0
13994,2.92,15.18,10.45,3.81,1.06,7.11,0
10458,12.1,31.5,36.46,23.04,0.8,10.25,1
9665,2.78,13.08,7.93,9.73,0.34,9.74,0
9965,5.95,19.59,6.04,22.44,0.0,7.74,0
4775,7.04,20.35,21.92,187.56,1.04,3.71,3
14114,2.98,7.82,6.58,2.57,0.88,6.73,0
1093,15.24,11.48,26.72,9.5,0.0,3.49,0
4176,9.72,4.71,14.19,0.88,0.79,9.36,0
1950,8.34,56.54,33.17,17.34,1.69,4.73,1
3884,11.5,9.98,15.61,75.93,2.02,5.78,1
13967,2.77,18.95,12.32,3.96,1.13,5.61,0
14202,3.6,8.33,6.87,3.87,2.07,2.92,0
2800,11.15,31.32,32.97,17.7,0.89,6.07,1
1239,16.8,11.13,22.12,13.4,1.17,33.19,0
329,11.58,21.31,20.76,23.69,1.54,10.21,0
3102,7.74,21.32,23.05,12.84,1.01,5.26,0
8434,5.01,10.2,13.7,10.39,0.78,10.16,0
2542,10.9,36.61,25.05,26.43,0.91,3.59,1
4737,6.43,8.91,12.59,141.84,1.3,5.82,3
4792,9.97,18.3,17.33,168.71,1.38,3.39,3
10449,12.65,30.85,35.21,27.44,0.94,14.8,1
6646,34.83,45.82,33.52,28.3,0.44,18.1,1
2818,10.64,48.15,44.5,24.59,0.98,5.05,1
12016,42.64,58.31,62.44,64.43,1.43,9.36,2
753,1.54,12.5,7.89,16.66,0.75,19.09,0
4531,20.39,22.34,10.33,14.54,5.16,6.65,0
1563,3.97,29.84,17.49,29.74,2.59,8.2,1
1934,20.32,36.42,34.42,53.81,1.16,2.96,1
7207,62.12,56.74,86.03,46.35,1.96,13.69,2
14381,0.99,4.5,2.43,1.48,0.74,1.74,0
3493,4.04,13.67,10.66,14.93,0.8,15.84,0
11214,8.28,67.43,75.71,25.01,0.64,12.53,2
12839,23.67,32.11,55.78,28.59,0.65,13.19,2
7712,8.45,15.45,17.02,27.18,0.68,12.63,0
10840,37.44,60.49,97.8,25.6,1.44,6.91,2
1856,4.09,12.07,8.88,27.02,3.56,2.44,0
4697,13.09,13.58,18.72,29.5,1.05,8.24,0
3563,13.65,33.92,47.54,10.59,4.62,16.99,1
10156,12.89,22.97,32.68,18.94,0.54,13.27,1
1013,17.51,14.09,31.6,13.86,0.9,2.92,0
9619,2.31,11.77,8.17,7.06,0.37,4.02,0
6108,19.25,46.74,142.99,31.77,1.21,9.72,2
11514,159.22,79.75,214.54,35.36,2.15,15.48,4
5482,22.45,20.52,29.17,21.72,0.78,4.02,1
9487,3.75,29.56,18.12,13.61,0.58,4.31,0
466,5.5,56.1,34.39,17.76,0.98,27.99,1
4028,9.19,6.99,10.86,16.16,2.07,8.85,0
13787,0.99,1.49,0.48,2.23,0.16,3.49,0
174,4.25,10.36,9.05,11.8,0.83,14.42,0
4880,8.06,15.13,14.61,94.34,1.1,4.61,3
277,4.1,11.13,9.34,14.62,0.47,9.94,0
1069,14.16,13.5,27.66,6.56,0.04,6.63,0
